code,region_l2,division,River flood,Urban flood,Coastal flood,Earthquake,Landslide,Tsunami,Volcano,Cyclone,Water scarcity,Extreme heat,Wildfire,Data_Type,Synthetic_Seed_Code
SYN000794,Synthetic Region 032,Synthetic Division 04,Medium,Very low,,High,Very low,Very low,Low,Low,Medium,Very high,Very high,Synthetic,17601
SYN000795,Synthetic Region 032,Synthetic Division 04,Low,Medium,Low,Medium,Medium,,,Medium,Medium,High,High,Synthetic,17814
SYN000796,Synthetic Region 032,Synthetic Division 04,High,Very low,Medium,Medium,Low,,,Very low,High,High,High,Synthetic,17906
SYN000797,Synthetic Region 032,Synthetic Division 04,Low,Low,High,Medium,High,Medium,Very low,High,High,High,High,Synthetic,17653
SYN000798,Synthetic Region 032,Synthetic Division 04,High,Low,,Medium,Very low,,,Very low,High,Very high,Medium,Synthetic,70284
SYN000799,Synthetic Region 032,Synthetic Division 04,Low,Low,,Medium,Very low,,,High,Medium,Medium,High,Synthetic,17568
SYN000800,Synthetic Region 032,Synthetic Division 04,Medium,Very low,,Medium,Very low,,,Very low,High,High,High,Synthetic,70276
SYN000801,Synthetic Region 033,Synthetic Division 04,Medium,Very low,Medium,Medium,Very low,Medium,,High,Very high,High,High,Synthetic,70242
SYN000802,Synthetic Region 033,Synthetic Division 04,High,High,,Medium,Very low,Medium,Very low,High,Low,High,Medium,Synthetic,70219
SYN000803,Synthetic Region 033,Synthetic Division 04,Medium,Low,,High,Low,,,High,High,High,High,Synthetic,70155
SYN000804,Synthetic Region 033,Synthetic Division 04,Medium,Medium,,Medium,Medium,,Low,Very high,Very low,High,Very high,Synthetic,70246
SYN000805,Synthetic Region 033,Synthetic Division 04,High,Low,Very low,Medium,Very low,,,Very low,High,High,Very high,Synthetic,17604
SYN000806,Synthetic Region 033,Synthetic Division 04,Low,Low,Very low,Medium,Very low,Very low,,Very low,High,High,High,Synthetic,70136
SYN000807,Synthetic Region 033,Synthetic Division 04,Medium,Medium,Very low,Medium,Very low,,,Medium,Very low,Very high,Very high,Synthetic,17724
SYN000808,Synthetic Region 033,Synthetic Division 04,High,Medium,Very low,Low,Very low,,,Very low,High,High,High,Synthetic,17913
SYN000809,Synthetic Region 033,Synthetic Division 04,Medium,Medium,,Medium,Medium,Low,,Medium,Very low,High,High,Synthetic,17793
SYN000810,Synthetic Region 033,Synthetic Division 04,Very low,Very low,,Medium,High,,Medium,Low,Very low,High,High,Synthetic,17805
SYN000811,Synthetic Region 033,Synthetic Division 04,Medium,Very high,Medium,High,Low,,Low,High,Low,High,Medium,Synthetic,17887
SYN000812,Synthetic Region 033,Synthetic Division 04,High,Low,,Medium,Low,Very low,Low,Very low,High,Very high,High,Synthetic,17832
SYN000813,Synthetic Region 033,Synthetic Division 04,Low,Low,High,Medium,Very low,Medium,,Medium,High,Very high,High,Synthetic,17639
SYN000814,Synthetic Region 033,Synthetic Division 04,Medium,Low,,Medium,Very low,Low,,Very low,Very high,High,High,Synthetic,17901
SYN000815,Synthetic Region 033,Synthetic Division 04,Medium,Low,,Medium,Very low,,,Low,High,High,High,Synthetic,70236
SYN000816,Synthetic Region 033,Synthetic Division 04,Very low,High,,Medium,High,Very low,Medium,Very low,Low,Medium,High,Synthetic,17674
SYN000817,Synthetic Region 033,Synthetic Division 04,Medium,Low,,Medium,Very low,Medium,,Low,High,High,High,Synthetic,17919
SYN000818,Synthetic Region 033,Synthetic Division 04,Very low,High,,Medium,Medium,,,Low,Low,Low,High,Synthetic,17671
SYN000819,Synthetic Region 033,Synthetic Division 04,High,Medium,,Medium,Very low,,Very low,Low,High,High,High,Synthetic,70101
SYN000820,Synthetic Region 033,Synthetic Division 04,High,High,Low,Medium,Very low,,,Very high,Medium,High,High,Synthetic,17883
SYN000821,Synthetic Region 033,Synthetic Division 04,Low,Low,Low,,Very low,,,,Low,,Very low,Synthetic,72832
SYN000822,Synthetic Region 033,Synthetic Division 04,Medium,Low,,Medium,Low,,,Very low,Medium,High,High,Synthetic,17722
SYN000823,Synthetic Region 033,Synthetic Division 04,Very low,Very low,Low,Medium,Very low,,,High,Very high,Very high,High,Synthetic,70144
SYN000824,Synthetic Region 033,Synthetic Division 04,Low,High,Medium,Medium,Medium,Medium,Very low,Very high,Low,Very high,High,Synthetic,70122
SYN000825,Synthetic Region 033,Synthetic Division 04,High,Very high,,Medium,Very low,,Low,Low,Very high,Medium,High,Synthetic,17619
SYN000826,Synthetic Region 034,Synthetic Division 04,Medium,Medium,Low,Medium,Low,Medium,,High,Low,Very high,Medium,Synthetic,17567
SYN000827,Synthetic Region 034,Synthetic Division 04,High,High,,Medium,Medium,,Very low,Medium,Very low,Medium,High,Synthetic,70088
SYN000828,Synthetic Region 034,Synthetic Division 04,High,Medium,,Medium,Very low,,,Low,High,Very high,High,Synthetic,17615
SYN000829,Synthetic Region 034,Synthetic Division 04,Very low,,,Medium,Medium,Very low,,Very low,Medium,Low,,Synthetic,72827
SYN000830,Synthetic Region 034,Synthetic Division 04,Medium,Low,,High,Very low,Low,,Very low,High,High,High,Synthetic,17630
SYN000831,Synthetic Region 034,Synthetic Division 04,High,Low,,Medium,Very low,,,Low,Very low,High,High,Synthetic,70087
SYN000832,Synthetic Region 034,Synthetic Division 04,Low,Very low,,Low,Very low,Very low,Very low,High,Medium,,Very high,Synthetic,70229
SYN000833,Synthetic Region 034,Synthetic Division 04,High,Low,,Medium,Very low,Medium,,Medium,Very high,Medium,Very high,Synthetic,17933
SYN000834,Synthetic Region 034,Synthetic Division 04,Medium,Low,Low,Medium,Very low,,,Low,Medium,Medium,Very high,Synthetic,17844
SYN000835,Synthetic Region 034,Synthetic Division 04,Medium,Very low,Medium,Medium,Low,,,High,Medium,High,High,Synthetic,17882
SYN000836,Synthetic Region 034,Synthetic Division 04,Low,Very low,Low,Low,Low,,,,Low,Low,,Synthetic,72818
SYN000837,Synthetic Region 034,Synthetic Division 04,Low,Very low,,Medium,Very low,,,Very high,Medium,High,High,Synthetic,17548
SYN000838,Synthetic Region 034,Synthetic Division 04,Medium,High,,High,Low,Low,,High,Very low,Very high,Medium,Synthetic,70219
SYN000839,Synthetic Region 034,Synthetic Division 04,Very low,Medium,Low,Medium,Medium,,,Very low,Medium,High,High,Synthetic,17677
SYN000840,Synthetic Region 034,Synthetic Division 04,Low,Low,Low,Medium,Low,,,Medium,Medium,High,High,Synthetic,70153
SYN000841,Synthetic Region 034,Synthetic Division 04,High,Very low,,Medium,Very low,Very low,Low,Very low,High,High,High,Synthetic,17938
SYN000842,Synthetic Region 034,Synthetic Division 04,Medium,Low,,Low,Low,,Low,High,Low,Medium,High,Synthetic,70153
SYN000843,Synthetic Region 034,Synthetic Division 04,High,Low,,Medium,Low,,,Low,Medium,Very high,High,Synthetic,70109
SYN000844,Synthetic Region 034,Synthetic Division 04,Very low,Low,,Medium,Very low,,,High,High,Medium,Very high,Synthetic,70144
SYN000845,Synthetic Region 034,Synthetic Division 04,Medium,Low,,Medium,Low,,Medium,High,Low,High,High,Synthetic,70115
SYN000846,Synthetic Region 034,Synthetic Division 04,Very high,Low,Very low,Medium,Low,,,Very low,Very high,High,Medium,Synthetic,17905
SYN000847,Synthetic Region 034,Synthetic Division 04,Low,Low,,Medium,Medium,,,High,Medium,Medium,High,Synthetic,17550
SYN000848,Synthetic Region 034,Synthetic Division 04,Low,Low,,Medium,Very low,,,High,High,High,High,Synthetic,17945
SYN000849,Synthetic Region 034,Synthetic Division 04,Very low,Very low,Medium,Medium,Medium,Very low,,Very low,Low,High,High,Synthetic,17712
SYN000850,Synthetic Region 034,Synthetic Division 04,Medium,Medium,,High,Very low,Medium,,Very low,High,High,High,Synthetic,17826
SYN000851,Synthetic Region 035,Synthetic Division 04,Very low,Medium,,High,Very high,,,Very low,High,Very high,High,Synthetic,17948
SYN000852,Synthetic Region 035,Synthetic Division 04,High,Medium,Very low,Low,Very low,Very low,Medium,Very low,Very low,Medium,Medium,Synthetic,17582
SYN000853,Synthetic Region 035,Synthetic Division 04,High,Very high,,Medium,Low,,,Very low,Very low,High,Medium,Synthetic,17576
SYN000854,Synthetic Region 035,Synthetic Division 04,Medium,Low,Very low,Medium,Low,,,High,Medium,Medium,Medium,Synthetic,17686
SYN000855,Synthetic Region 035,Synthetic Division 04,Very low,High,,High,Medium,Very low,,High,Low,Medium,High,Synthetic,70250
SYN000856,Synthetic Region 035,Synthetic Division 04,Low,Very low,,Low,Very high,,,Low,Low,High,Medium,Synthetic,17805
SYN000857,Synthetic Region 035,Synthetic Division 04,Very low,,,Medium,High,,Medium,Very low,Low,High,,Synthetic,72831
SYN000858,Synthetic Region 035,Synthetic Division 04,High,High,High,Medium,Low,Low,Medium,Medium,Medium,High,High,Synthetic,17811
SYN000859,Synthetic Region 035,Synthetic Division 04,High,High,Low,Medium,Very low,,Low,Very low,Medium,Very high,High,Synthetic,17658
SYN000860,Synthetic Region 035,Synthetic Division 04,High,Very low,,Medium,Low,,,Medium,Medium,Medium,High,Synthetic,17933
SYN000861,Synthetic Region 035,Synthetic Division 04,Low,Very low,Low,,Medium,,,Very low,Low,,,Synthetic,72824
SYN000862,Synthetic Region 035,Synthetic Division 04,Very low,,,High,High,,,Very low,Low,Medium,Low,Synthetic,72802
SYN000863,Synthetic Region 035,Synthetic Division 04,Very low,Medium,High,Medium,Medium,Low,Medium,High,Medium,High,High,Synthetic,70184
SYN000864,Synthetic Region 035,Synthetic Division 04,Medium,Low,,High,Very low,,,Medium,High,High,Medium,Synthetic,17614
SYN000865,Synthetic Region 035,Synthetic Division 04,Medium,Low,,Medium,Very low,Low,,Medium,Low,Medium,Medium,Synthetic,70115
SYN000866,Synthetic Region 035,Synthetic Division 04,Low,Low,,Medium,Low,,Low,Low,High,High,High,Synthetic,17858
SYN000867,Synthetic Region 035,Synthetic Division 04,Very low,Low,,Low,High,Low,Very low,Very low,High,High,High,Synthetic,70285
SYN000868,Synthetic Region 035,Synthetic Division 04,Low,Low,,High,Very low,,Very low,Very low,Medium,High,High,Synthetic,70187
SYN000869,Synthetic Region 035,Synthetic Division 04,Very low,,,High,Low,,Medium,Low,Low,Very low,Very low,Synthetic,72826
SYN000870,Synthetic Region 035,Synthetic Division 04,Medium,Very low,,Medium,Very low,,Low,Low,Medium,High,Very high,Synthetic,17734
SYN000871,Synthetic Region 035,Synthetic Division 04,Low,Low,,High,Very low,,Medium,Low,Very high,High,Very high,Synthetic,17847
SYN000872,Synthetic Region 035,Synthetic Division 04,Very low,,,Medium,Very high,,Very low,,Very low,Low,,Synthetic,72830
SYN000873,Synthetic Region 035,Synthetic Division 04,Medium,High,,Medium,Very low,,,Very low,Medium,Very high,Medium,Synthetic,17825
SYN000874,Synthetic Region 035,Synthetic Division 04,Medium,Low,Very high,Medium,Very low,Very low,,High,High,Very high,High,Synthetic,70124
SYN000875,Synthetic Region 035,Synthetic Division 04,Low,Low,Very low,Medium,Low,,,Low,Low,Very high,Medium,Synthetic,70180
SYN000876,Synthetic Region 036,Synthetic Division 04,Very high,Very low,,Medium,Very low,,,Very low,High,Medium,High,Synthetic,17632
SYN000877,Synthetic Region 036,Synthetic Division 04,Low,Medium,,Medium,Very high,,,Very low,Medium,High,High,Synthetic,17669
SYN000878,Synthetic Region 036,Synthetic Division 04,Medium,Low,,Low,Very low,,,Very low,High,High,High,Synthetic,17927
SYN000879,Synthetic Region 036,Synthetic Division 04,Medium,High,,Medium,Very low,,,Very low,High,High,High,Synthetic,70132
SYN000880,Synthetic Region 036,Synthetic Division 04,Very low,Low,,Medium,Low,,,High,Very high,High,High,Synthetic,17603
SYN000881,Synthetic Region 036,Synthetic Division 04,Medium,Low,High,Medium,Very low,Medium,,High,High,High,High,Synthetic,70124
SYN000882,Synthetic Region 036,Synthetic Division 04,Very low,,Very low,Medium,High,Very low,,Very low,Very low,,,Synthetic,72823
SYN000883,Synthetic Region 036,Synthetic Division 04,Low,Low,Medium,Medium,Very low,,Low,Very low,Very high,High,Very high,Synthetic,17841
SYN000884,Synthetic Region 036,Synthetic Division 04,Low,Very low,Very low,Medium,Very low,Very low,Low,Low,High,High,High,Synthetic,17637
SYN000885,Synthetic Region 036,Synthetic Division 04,High,Very low,,Low,Low,,,Low,Very high,High,High,Synthetic,17899
SYN000886,Synthetic Region 036,Synthetic Division 04,Low,Medium,,High,High,,Very low,High,Medium,Medium,High,Synthetic,70185
SYN000887,Synthetic Region 036,Synthetic Division 04,High,,Low,Medium,Medium,Very low,,,Low,Very low,Very low,Synthetic,72808
SYN000888,Synthetic Region 036,Synthetic Division 04,Low,Very low,Low,Medium,High,,,Low,Very low,Medium,High,Synthetic,17806
SYN000889,Synthetic Region 036,Synthetic Division 04,High,High,Medium,Medium,,Medium,,Medium,Low,High,High,Synthetic,17699
SYN000890,Synthetic Region 036,Synthetic Division 04,High,Very low,,Medium,Very low,Low,,High,Very high,High,High,Synthetic,17559
SYN000891,Synthetic Region 036,Synthetic Division 04,Low,Low,,Medium,Very low,,Low,High,High,Medium,High,Synthetic,17690
SYN000892,Synthetic Region 036,Synthetic Division 04,Very low,Low,,Medium,Very low,,Low,Very low,Medium,Very high,High,Synthetic,17716
SYN000893,Synthetic Region 036,Synthetic Division 04,Medium,Very high,,High,Very low,,Low,Low,Medium,High,High,Synthetic,17579
SYN000894,Synthetic Region 036,Synthetic Division 04,High,Very low,,High,Medium,,,High,High,High,Very high,Synthetic,70248
SYN000895,Synthetic Region 036,Synthetic Division 04,Very low,Very low,,Medium,Low,,Medium,Medium,High,Low,High,Synthetic,70159
SYN000896,Synthetic Region 036,Synthetic Division 04,High,Medium,Very low,Medium,Very low,Very low,,Very low,High,High,Medium,Synthetic,17633
SYN000897,Synthetic Region 036,Synthetic Division 04,High,Low,Very low,Medium,Very low,,Low,Very low,High,High,High,Synthetic,17926
SYN000898,Synthetic Region 036,Synthetic Division 04,Medium,High,,Low,Low,,,Very high,Medium,High,High,Synthetic,17887
SYN000899,Synthetic Region 036,Synthetic Division 04,High,High,Low,Medium,Medium,,,Low,Very low,High,High,Synthetic,17583
SYN000900,Synthetic Region 036,Synthetic Division 04,Medium,Medium,,Medium,Very low,Medium,Very low,Very low,High,High,High,Synthetic,70132
SYN000901,Synthetic Region 037,Synthetic Division 04,Very low,,,Medium,Low,Very low,,Very low,Medium,Low,,Synthetic,72804
SYN000902,Synthetic Region 037,Synthetic Division 04,High,High,High,Medium,Low,Low,,Very high,Low,Medium,High,Synthetic,70291
SYN000903,Synthetic Region 037,Synthetic Division 04,Medium,Low,,Low,Low,,Low,Medium,Medium,High,High,Synthetic,17547
SYN000904,Synthetic Region 037,Synthetic Division 04,High,High,,Low,Very low,,Very low,Medium,Very low,High,Medium,Synthetic,70091
SYN000905,Synthetic Region 037,Synthetic Division 04,Very low,,,Very low,Low,,Medium,Very low,Low,,Medium,Synthetic,72825
SYN000906,Synthetic Region 037,Synthetic Division 04,Medium,Low,High,Medium,Low,High,,Medium,Medium,High,High,Synthetic,17638
SYN000907,Synthetic Region 037,Synthetic Division 04,Low,Medium,,Low,Low,,,Very high,Medium,High,Medium,Synthetic,17549
SYN000908,Synthetic Region 037,Synthetic Division 04,Medium,Low,Medium,High,Very low,Medium,Medium,Medium,Low,Medium,High,Synthetic,70115
SYN000909,Synthetic Region 037,Synthetic Division 04,Low,Low,,High,Very low,,,Very low,Very high,High,Very high,Synthetic,70233
SYN000910,Synthetic Region 037,Synthetic Division 04,High,Low,,Medium,Very low,Low,,Low,High,Medium,High,Synthetic,70266
SYN000911,Synthetic Region 037,Synthetic Division 04,Very low,Medium,,Medium,High,,,Low,Medium,Medium,Medium,Synthetic,70286
SYN000912,Synthetic Region 037,Synthetic Division 04,Very low,High,Medium,Medium,High,,,Very low,Very low,High,High,Synthetic,17802
SYN000913,Synthetic Region 037,Synthetic Division 04,Very high,Low,High,Medium,Very low,Medium,Very low,Very high,Medium,High,High,Synthetic,70207
SYN000914,Synthetic Region 037,Synthetic Division 04,Very high,Very high,Medium,Medium,Low,,Low,High,Medium,High,Very high,Synthetic,17886
SYN000915,Synthetic Region 037,Synthetic Division 04,Very low,Medium,,Medium,Medium,,Very low,Very low,Medium,Low,High,Synthetic,17672
SYN000916,Synthetic Region 037,Synthetic Division 04,Medium,Very low,Medium,High,Very low,,,Medium,High,High,High,Synthetic,17650
SYN000917,Synthetic Region 037,Synthetic Division 04,Medium,Very low,,Medium,Very low,,,Low,High,High,Very high,Synthetic,17844
SYN000918,Synthetic Region 037,Synthetic Division 04,High,Very low,Very low,Medium,Very low,Very low,,Low,High,High,High,Synthetic,17941
SYN000919,Synthetic Region 037,Synthetic Division 04,Very low,,,,High,,,Low,Low,,,Synthetic,72834
SYN000920,Synthetic Region 037,Synthetic Division 04,Low,Medium,Medium,High,Very high,Medium,,High,Low,High,Medium,Synthetic,17701
SYN000921,Synthetic Region 037,Synthetic Division 04,Very low,Low,Very low,High,High,,,Very low,Medium,High,High,Synthetic,17667
SYN000922,Synthetic Region 037,Synthetic Division 04,High,Medium,,Medium,Very low,Low,,Very low,High,High,High,Synthetic,70258
SYN000923,Synthetic Region 037,Synthetic Division 04,Very low,Low,,Medium,Medium,,,Very high,Medium,Very high,High,Synthetic,70153
SYN000924,Synthetic Region 037,Synthetic Division 04,Medium,Low,,Low,Low,Very low,,Very low,Very low,High,Medium,Synthetic,70087
SYN000925,Synthetic Region 037,Synthetic Division 04,Low,Very low,,Medium,Very high,,,Very high,High,Medium,High,Synthetic,17873
SYN000926,Synthetic Region 038,Synthetic Division 04,Medium,Low,,Medium,Low,Very low,Low,High,Low,High,High,Synthetic,17810
SYN000927,Synthetic Region 038,Synthetic Division 04,Medium,Low,,Medium,Low,,,High,Very low,High,Medium,Synthetic,70108
SYN000928,Synthetic Region 038,Synthetic Division 04,Low,Low,,Medium,Low,,,Low,Medium,Very low,,Synthetic,72793
SYN000929,Synthetic Region 038,Synthetic Division 04,Low,Low,,Medium,Very low,,Very low,Low,High,Medium,Very high,Synthetic,17836
SYN000930,Synthetic Region 038,Synthetic Division 04,Very low,Medium,,Medium,High,Medium,,Low,High,Medium,High,Synthetic,17794
SYN000931,Synthetic Region 038,Synthetic Division 04,Very low,High,,Medium,Very low,Very low,Very low,Very high,Medium,High,Medium,Synthetic,70142
SYN000932,Synthetic Region 038,Synthetic Division 04,High,High,Very high,Medium,Very low,High,,Very high,Very low,High,High,Synthetic,17708
SYN000933,Synthetic Region 038,Synthetic Division 04,High,Low,,Medium,Low,,,Very low,Medium,Very high,Very high,Synthetic,70131
SYN000934,Synthetic Region 038,Synthetic Division 04,Medium,Low,Low,High,Low,,Very low,High,Low,High,High,Synthetic,17820
SYN000935,Synthetic Region 038,Synthetic Division 04,High,Very low,Very low,Medium,Very low,Very low,,Low,High,High,High,Synthetic,70270
